,CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID,HOME_FLAG,AWAY_FLAG,HOME_WIN_PCTG,AWAY_WIN_PCTG,TOTAL_WIN_PCTG,ROLLING_SCORING_MARGIN,ROLLING_OE,NUM_REST_DAYS
767,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,7,1,5,240,0,38,83,0.458,18,46,0.391,14,18,0.778,8,32,47,24,22,3,14,3,108,47.0,108.0,0,0.5486725663716814,-8.0,2022-23,2023-03-29,0022201139,0,1,0.5789473684210527,0.38461538461538464,0.4805194805194805,3.0,0.5480204865171895,2.0
768,Indiana,Pacers,1610612754,0,1,0,1,0,0,1,12,1,5,240,0,39,93,0.419,8,28,0.286,18,23,0.783,14,29,55,20,19,6,14,3,104,55.0,104.0,0,0.5221238938053098,-23.0,2022-23,2023-03-27,0022201123,1,0,0.5135135135135135,0.358974358974359,0.4342105263157895,-20.333333333333332,0.5588452195037307,2.0
769,OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,0,9,1,5,240,0,47,83,0.566,18,37,0.486,15,17,0.882,4,29,42,29,23,7,13,8,127,42.0,127.0,0,0.628099173553719,23.0,2022-23,2023-03-27,0022201123,0,1,0.5789473684210527,0.39473684210526316,0.4868421052631579,3.0,0.5598198965466881,1.0
770,Charlotte,Hornets,1610612766,1,0,1,0,0,0,0,5,1,5,240,0,39,88,0.443,12,29,0.414,20,24,0.833,14,44,63,27,18,6,14,2,110,63.0,110.0,0,0.5739130434782609,6.0,2022-23,2023-03-26,0022201113,1,0,0.35135135135135137,0.3076923076923077,0.32894736842105265,-1.6666666666666667,0.5667786025686344,2.0
771,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,6,1,5,240,0,32,84,0.381,19,49,0.388,21,22,0.955,3,34,43,18,24,8,8,7,104,43.0,104.0,0,0.4672897196261682,-6.0,2022-23,2023-03-26,0022201113,0,1,0.5789473684210527,0.3783783783783784,0.48,-5.333333333333333,0.5510184771135275,2.0
772,Dallas,Mavericks,1610612742,0,1,0,1,0,0,1,6,1,5,240,0,41,84,0.488,9,36,0.25,18,24,0.75,7,38,51,25,19,3,11,4,109,51.0,109.0,0,0.584070796460177,-8.0,2022-23,2023-03-24,0022201101,1,0,0.5789473684210527,0.3888888888888889,0.4864864864864865,-4.666666666666667,0.5801037220866229,2.0
773,OPPONENTS, Hornets,1610612766,1,0,0,0,1,0,0,8,1,5,240,0,43,89,0.483,11,28,0.393,20,27,0.741,6,37,51,32,17,7,8,4,117,51.0,117.0,0,0.6097560975609756,8.0,2022-23,2023-03-24,0022201101,0,1,0.3333333333333333,0.3076923076923077,0.32,-1.6666666666666667,0.5663574456257383,1.0
774,Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,14,1,5,240,0,44,89,0.494,17,40,0.425,20,28,0.714,8,23,45,27,17,7,10,2,125,45.0,125.0,0,0.6016949152542372,-2.0,2022-23,2023-03-22,0022201086,1,0,0.5945945945945946,0.3888888888888889,0.4931506849315068,-1.6666666666666667,0.5813198893484353,2.0
775,OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,0,7,1,5,240,0,50,90,0.556,12,39,0.308,15,18,0.833,11,33,51,33,20,7,13,5,127,51.0,127.0,0,0.664,2.0,2022-23,2023-03-22,0022201086,0,1,0.8055555555555556,0.23684210526315788,0.5135135135135135,0.3333333333333333,0.6142405382674516,2.0
776,Memphis,Grizzlies,1610612763,1,0,1,0,0,0,0,3,1,5,240,0,41,89,0.461,10,35,0.286,20,26,0.769,17,33,53,21,18,5,11,3,112,53.0,112.0,0,0.5961538461538461,4.0,2022-23,2023-03-20,0022201075,1,0,0.8571428571428571,0.3888888888888889,0.6197183098591549,8.0,0.6237484737484738,2.0
777,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,10,1,5,240,0,39,84,0.464,11,36,0.306,19,20,0.95,8,29,47,22,19,5,12,4,108,47.0,108.0,0,0.5545454545454546,-4.0,2022-23,2023-03-20,0022201075,0,1,0.6111111111111112,0.3888888888888889,0.5,2.0,0.5700204543201868,3.0
778,Los Angeles,Lakers,1610612747,0,1,0,1,0,0,0,12,1,5,240,0,43,84,0.512,5,20,0.25,19,31,0.613,13,29,54,23,18,8,12,3,110,54.0,110.0,0,0.6226415094339622,-1.0,2022-23,2023-03-17,0022201054,1,0,0.5142857142857142,0.4444444444444444,0.4788732394366197,3.3333333333333335,0.5699324909122382,2.0
779,OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,2,7,1,5,240,0,40,79,0.506,16,34,0.471,15,19,0.789,7,28,42,27,26,8,15,4,111,42.0,111.0,0,0.5877192982456141,1.0,2022-23,2023-03-17,0022201054,0,1,0.6111111111111112,0.4,0.5070422535211268,-2.0,0.5490137773813064,2.0
780,San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,11,1,5,265,0,49,107,0.458,15,34,0.441,15,26,0.577,16,31,58,26,30,7,10,4,128,58.0,128.0,1,0.5905511811023622,-9.0,2022-23,2023-03-15,0022201040,1,0,0.3333333333333333,0.18181818181818182,0.2608695652173913,-1.0,0.5735721567861868,1.0
781,OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,1,6,1,5,265,0,44,86,0.512,17,33,0.515,32,37,0.865,10,42,58,23,25,4,19,4,137,58.0,137.0,0,0.5677966101694916,9.0,2022-23,2023-03-15,0022201040,0,1,0.6111111111111112,0.38235294117647056,0.5,-3.6666666666666665,0.5452995368249606,2.0
782,Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,6,1,5,240,0,35,90,0.389,12,46,0.261,6,8,0.75,8,33,47,23,16,3,13,3,88,47.0,88.0,0,0.4915254237288136,-16.0,2022-23,2023-03-13,0022201023,1,0,0.6111111111111112,0.36363636363636365,0.4927536231884058,-9.0,0.5341949196420265,2.0
783,OPPONENTS, Grizzlies,1610612763,1,0,0,0,1,0,2,11,1,5,240,0,38,83,0.458,12,37,0.324,16,19,0.842,7,40,58,23,17,9,16,3,104,58.0,104.0,0,0.5304347826086957,16.0,2022-23,2023-03-13,0022201023,0,1,0.8484848484848485,0.38235294117647056,0.6119402985074627,13.666666666666666,0.5889401406598033,2.0
784,Memphis,Grizzlies,1610612763,1,0,1,0,0,0,0,5,1,5,240,0,41,86,0.477,10,38,0.263,20,24,0.833,11,34,50,25,16,7,11,5,112,50.0,112.0,0,0.5945945945945946,4.0,2022-23,2023-03-11,0022201010,1,0,0.8484848484848485,0.36363636363636365,0.6060606060606061,5.333333333333333,0.5728428321711904,2.0
785,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,10,1,5,240,0,39,85,0.459,15,43,0.349,15,23,0.652,10,33,53,25,17,4,11,3,108,53.0,108.0,0,0.5765765765765766,-4.0,2022-23,2023-03-11,0022201010,0,1,0.6285714285714286,0.36363636363636365,0.5,-2.3333333333333335,0.5435814581891149,3.0
786,Dallas,Mavericks,1610612742,1,0,1,0,0,0,1,9,1,5,240,0,42,89,0.472,19,45,0.422,17,22,0.773,3,40,52,24,20,10,17,6,120,52.0,120.0,0,0.5196850393700787,4.0,2022-23,2023-03-07,0022200983,1,0,0.6285714285714286,0.3870967741935484,0.5151515151515151,2.3333333333333335,0.5593819191548799,2.0
787,OPPONENTS, Jazz,1610612762,0,1,0,0,0,1,0,10,1,5,240,0,41,92,0.446,15,44,0.341,19,25,0.76,6,41,57,23,23,10,16,4,116,57.0,116.0,0,0.512,-4.0,2022-23,2023-03-07,0022200983,0,1,0.6060606060606061,0.3333333333333333,0.4696969696969697,-13.666666666666666,0.5452614615170881,2.0
788,Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,5,1,5,240,0,38,77,0.494,15,38,0.395,35,38,0.921,5,26,36,15,22,5,10,0,126,36.0,126.0,0,0.5463917525773195,-4.0,2022-23,2023-03-05,0022200962,1,0,0.6176470588235294,0.3870967741935484,0.5076923076923077,0.3333333333333333,0.5969797835243978,3.0
789,OPPONENTS, Suns,1610612756,1,0,0,0,1,0,0,10,1,5,240,0,49,89,0.551,12,34,0.353,20,25,0.8,9,32,51,27,28,5,9,2,130,51.0,130.0,0,0.6551724137931034,4.0,2022-23,2023-03-05,0022200962,0,1,0.6774193548387096,0.4411764705882353,0.5538461538461539,13.0,0.6205803957636703,2.0
790,Dallas,Mavericks,1610612742,1,0,1,0,0,0,1,9,1,5,240,0,45,82,0.549,25,48,0.521,18,27,0.667,5,26,40,26,22,8,13,1,133,40.0,133.0,0,0.6120689655172413,7.0,2022-23,2023-03-02,0022200943,1,0,0.6363636363636364,0.3870967741935484,0.515625,0.6666666666666666,0.5815158659986246,2.0
791,OPPONENTS, 76ers,1610612755,0,1,0,0,0,1,0,7,1,5,240,0,45,78,0.577,12,27,0.444,24,29,0.828,5,32,44,28,24,9,14,1,126,44.0,126.0,0,0.6347826086956522,-7.0,2022-23,2023-03-02,0022200943,0,1,0.7058823529411765,0.5714285714285714,0.6451612903225806,4.666666666666667,0.581964573268921,1.0
792,Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,15,1,5,240,0,46,91,0.505,12,37,0.324,18,28,0.643,9,29,53,28,29,5,7,3,122,53.0,122.0,0,0.6324786324786325,-2.0,2022-23,2023-02-28,0022200929,1,0,0.625,0.3870967741935484,0.5079365079365079,7.0,0.5928321105312255,2.0
793,OPPONENTS, Pacers,1610612754,1,0,0,0,1,0,0,7,1,5,240,0,41,78,0.526,11,28,0.393,31,40,0.775,5,36,48,25,19,3,9,8,124,48.0,124.0,0,0.616822429906542,2.0,2022-23,2023-02-28,0022200929,0,1,0.5454545454545454,0.3333333333333333,0.4444444444444444,3.6666666666666665,0.6191458453977634,3.0
794,Dallas,Mavericks,1610612742,0,1,0,1,0,0,1,7,1,5,240,0,39,93,0.419,20,49,0.408,10,14,0.714,11,37,55,21,24,5,17,5,108,55.0,108.0,0,0.5,-3.0,2022-23,2023-02-26,0022200913,1,0,0.6451612903225806,0.3870967741935484,0.5161290322580645,4.666666666666667,0.5675131460818263,3.0
795,OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,1,9,1,5,240,0,42,97,0.433,6,34,0.176,21,28,0.75,17,39,65,25,17,9,11,4,111,65.0,111.0,0,0.5775862068965517,3.0,2022-23,2023-02-26,0022200913,0,1,0.5172413793103449,0.4375,0.47540983606557374,11.333333333333334,0.6003611582187048,3.0
796,Dallas,Mavericks,1610612742,1,0,1,0,0,0,1,7,1,5,240,0,46,82,0.561,22,42,0.524,28,36,0.778,3,33,43,27,18,10,7,5,142,43.0,142.0,0,0.6460176991150443,26.0,2022-23,2023-02-23,0022200891,1,0,0.6666666666666666,0.3870967741935484,0.5245901639344263,4.666666666666667,0.6002234264556582,8.0
797,OPPONENTS, Spurs,1610612759,0,1,0,0,0,1,1,4,1,5,240,0,45,86,0.523,10,25,0.4,16,23,0.696,10,35,49,30,25,4,17,1,116,49.0,116.0,0,0.6097560975609756,-26.0,2022-23,2023-02-23,0022200891,0,1,0.3,0.16666666666666666,0.23333333333333334,-14.666666666666666,0.5712881358505463,8.0
798,Denver,Nuggets,1610612743,1,0,1,0,0,0,0,6,1,5,240,0,48,84,0.571,11,31,0.355,11,15,0.733,6,37,49,34,14,7,13,5,118,49.0,118.0,0,0.656,9.0,2022-23,2023-02-15,0022200881,1,0,0.8709677419354839,0.5,0.6949152542372882,9.0,0.6523316749585407,2.0
799,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,8,1,5,240,0,39,84,0.464,14,39,0.359,17,20,0.85,6,25,39,25,13,8,12,3,109,39.0,109.0,0,0.5565217391304348,-9.0,2022-23,2023-02-15,0022200881,0,1,0.6551724137931034,0.3870967741935484,0.5166666666666667,-5.666666666666667,0.5791099152020869,2.0
800,Dallas,Mavericks,1610612742,0,1,0,1,0,0,2,10,1,5,240,0,43,84,0.512,13,39,0.333,22,29,0.759,9,24,43,21,21,5,11,1,121,43.0,121.0,0,0.5981308411214953,-3.0,2022-23,2023-02-13,0022200865,1,0,0.6551724137931034,0.4,0.5254237288135594,0.0,0.6022747555461425,2.0
801,OPPONENTS, Timberwolves,1610612750,1,0,0,0,1,0,0,8,1,5,240,0,48,83,0.578,9,29,0.31,19,26,0.731,10,29,47,28,26,8,12,2,124,47.0,124.0,0,0.672566371681416,3.0,2022-23,2023-02-13,0022200865,0,1,0.625,0.39285714285714285,0.5166666666666667,2.3333333333333335,0.6246473610854562,3.0
802,Sacramento,Kings,1610612758,1,0,1,0,0,0,0,3,1,5,265,0,51,100,0.51,8,32,0.25,23,25,0.92,11,39,53,22,17,9,7,0,133,53.0,133.0,1,0.6186440677966102,5.0,2022-23,2023-02-11,0022200854,1,0,0.5862068965517241,0.5555555555555556,0.5714285714285714,-0.3333333333333333,0.6106264539714191,1.0
803,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,1,4,1,5,265,0,47,91,0.516,20,51,0.392,14,19,0.737,7,36,47,27,19,4,16,4,128,47.0,128.0,0,0.5826771653543307,-5.0,2022-23,2023-02-11,0022200854,0,1,0.6785714285714286,0.4,0.5344827586206896,3.0,0.5988042412541822,1.0
804,Sacramento,Kings,1610612758,0,1,0,1,0,0,0,3,1,5,240,0,39,72,0.542,9,27,0.333,27,32,0.844,5,33,41,21,19,2,14,4,114,41.0,114.0,1,0.5882352941176471,-8.0,2022-23,2023-02-10,0022200844,1,0,0.5714285714285714,0.5555555555555556,0.5636363636363636,4.666666666666667,0.6351809954751132,2.0
805,OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,3,4,1,5,240,0,43,88,0.489,18,43,0.419,18,19,0.947,11,28,43,34,19,4,12,0,122,43.0,122.0,0,0.6260162601626016,8.0,2022-23,2023-02-10,0022200844,0,1,0.6785714285714286,0.41379310344827586,0.543859649122807,9.0,0.6057797206706065,2.0
806,LA,Clippers,1610612746,0,1,0,1,0,0,0,9,1,5,240,0,38,86,0.442,12,33,0.364,16,21,0.762,9,31,49,21,18,10,11,4,104,49.0,104.0,0,0.5412844036697247,-6.0,2022-23,2023-02-08,0022200829,1,0,0.5384615384615384,0.53125,0.5344827586206896,2.6666666666666665,0.5632564173848577,2.0
807,OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,0,3,1,5,240,0,41,78,0.526,17,35,0.486,11,17,0.647,8,36,47,26,20,7,18,6,110,47.0,110.0,0,0.5877192982456141,6.0,2022-23,2023-02-08,0022200829,0,1,0.6785714285714286,0.39285714285714285,0.5357142857142857,4.333333333333333,0.5802908171329225,2.0
808,Utah,Jazz,1610612762,0,1,0,1,0,0,0,8,1,5,240,0,41,87,0.471,6,31,0.194,23,26,0.885,10,27,45,21,23,4,13,4,111,45.0,111.0,1,0.5585585585585585,-13.0,2022-23,2023-02-06,0022200813,1,0,0.6206896551724138,0.34615384615384615,0.4909090909090909,-5.666666666666667,0.5777213920345894,3.0
809,OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,1,6,1,5,240,0,41,88,0.466,15,39,0.385,27,31,0.871,17,32,55,26,25,6,14,4,124,55.0,124.0,0,0.6036036036036037,13.0,2022-23,2023-02-06,0022200813,0,1,0.6785714285714286,0.37037037037037035,0.5272727272727272,4.0,0.5559054199830898,2.0
810,Golden State,Warriors,1610612744,1,0,1,0,0,0,0,5,1,5,240,0,45,82,0.549,14,35,0.4,15,19,0.789,5,33,43,33,24,6,14,5,119,43.0,119.0,0,0.6290322580645161,6.0,2022-23,2023-02-04,0022200800,1,0,0.7692307692307693,0.25925925925925924,0.5094339622641509,-5.333333333333333,0.5672985019759214,2.0
811,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,11,1,5,240,0,39,85,0.459,14,40,0.35,21,27,0.778,10,29,50,22,18,9,14,1,113,50.0,113.0,0,0.5495495495495496,-6.0,2022-23,2023-02-04,0022200800,0,1,0.6785714285714286,0.34615384615384615,0.5185185185185185,1.6666666666666667,0.5451804092580792,2.0
812,Dallas,Mavericks,1610612742,1,0,1,0,0,0,1,11,1,5,240,0,39,79,0.494,10,34,0.294,23,33,0.697,9,31,51,17,18,6,11,1,111,51.0,111.0,0,0.5714285714285714,6.0,2022-23,2023-01-30,0022200761,1,0,0.6666666666666666,0.36,0.5192307692307693,0.6666666666666666,0.5488683718772215,2.0
813,OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,0,10,1,5,240,0,36,79,0.456,14,39,0.359,19,27,0.704,9,31,50,18,31,9,14,6,105,50.0,105.0,2,0.5294117647058824,-6.0,2022-23,2023-01-30,0022200761,0,1,0.24,0.25925925925925924,0.25,-0.3333333333333333,0.5666975681143703,2.0
814,Utah,Jazz,1610612762,1,0,1,0,0,0,1,12,1,5,240,0,39,82,0.476,13,36,0.361,17,24,0.708,13,36,61,26,23,9,17,6,108,61.0,108.0,0,0.5803571428571429,8.0,2022-23,2023-01-28,0022200750,1,0,0.6538461538461539,0.34615384615384615,0.5,5.333333333333333,0.587242140283312,3.0
815,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,8,1,5,240,0,35,80,0.438,18,46,0.391,12,17,0.706,7,24,39,26,18,7,14,3,100,39.0,100.0,0,0.5398230088495575,-8.0,2022-23,2023-01-28,0022200750,0,1,0.6538461538461539,0.36,0.5098039215686274,-1.6666666666666667,0.5659945205823175,2.0
816,Phoenix,Suns,1610612756,0,1,0,1,0,0,2,7,1,5,240,0,35,86,0.407,13,32,0.406,12,16,0.75,13,37,57,24,21,4,9,6,95,57.0,95.0,0,0.5566037735849056,-4.0,2022-23,2023-01-26,0022200734,1,0,0.6923076923076923,0.2916666666666667,0.5,9.666666666666666,0.5674541451575333,2.0
817,OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,2,7,1,5,240,0,33,77,0.429,13,34,0.382,20,28,0.714,7,36,50,20,10,3,9,3,99,50.0,99.0,0,0.5353535353535354,4.0,2022-23,2023-01-26,0022200734,0,1,0.6538461538461539,0.375,0.52,-3.6666666666666665,0.5652649871665152,2.0
818,Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,4,1,5,240,0,47,89,0.528,10,30,0.333,22,26,0.846,8,30,42,24,25,6,9,2,126,42.0,126.0,0,0.6228070175438597,-1.0,2022-23,2023-01-24,0022200717,1,0,0.6538461538461539,0.34782608695652173,0.5102040816326531,3.3333333333333335,0.5782329506295282,2.0
819,OPPONENTS, Wizards,1610612764,1,0,0,0,1,0,1,13,1,5,240,0,42,83,0.506,11,30,0.367,32,41,0.78,6,35,54,28,22,7,11,3,127,54.0,127.0,1,0.603448275862069,1.0,2022-23,2023-01-24,0022200717,0,1,0.5454545454545454,0.36,0.44680851063829785,10.666666666666666,0.6185820233265721,3.0
820,Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,10,1,5,240,0,35,80,0.438,13,35,0.371,15,26,0.577,12,26,48,15,21,3,10,3,98,48.0,98.0,0,0.5376344086021505,-14.0,2022-23,2023-01-22,0022200701,1,0,0.68,0.34782608695652173,0.5208333333333334,1.0,0.571780036735598,2.0
821,OPPONENTS, Clippers,1610612746,1,0,0,0,1,0,1,5,1,5,240,0,35,77,0.455,12,28,0.429,30,31,0.968,9,37,51,20,23,6,11,3,112,51.0,112.0,0,0.5555555555555556,14.0,2022-23,2023-01-22,0022200701,0,1,0.5416666666666666,0.48,0.5102040816326531,-1.3333333333333333,0.6122414622414621,2.0
822,Dallas,Mavericks,1610612742,1,0,1,0,0,0,0,7,1,5,240,0,37,80,0.463,18,38,0.474,23,28,0.821,10,27,44,21,22,7,10,1,115,44.0,115.0,0,0.5742574257425742,25.0,2022-23,2023-01-20,0022200686,1,0,0.7083333333333334,0.34782608695652173,0.5319148936170213,0.0,0.5994651189256857,2.0
823,OPPONENTS, Heat,1610612748,0,1,0,0,0,1,1,8,1,5,240,0,33,69,0.478,4,20,0.2,20,27,0.741,5,34,47,15,22,3,16,1,90,47.0,90.0,0,0.5052631578947369,-25.0,2022-23,2023-01-20,0022200686,0,1,0.6086956521739131,0.4583333333333333,0.5319148936170213,-2.3333333333333335,0.5859500006483319,2.0
824,Portland,Trail Blazers,1610612757,1,0,1,0,0,0,1,11,1,5,240,0,43,85,0.506,17,44,0.386,37,42,0.881,8,33,52,28,29,3,8,6,140,52.0,140.0,0,0.6283185840707964,17.0,2022-23,2023-01-15,0022200654,1,0,0.5789473684210527,0.4166666666666667,0.4883720930232558,9.333333333333334,0.6101279010514352,1.0
825,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,10,1,5,240,0,41,89,0.461,14,42,0.333,27,33,0.818,13,26,49,31,29,3,9,2,123,49.0,123.0,0,0.6206896551724138,-17.0,2022-23,2023-01-15,0022200654,0,1,0.7272727272727273,0.34782608695652173,0.5333333333333333,-10.0,0.583391675321022,1.0
826,Portland,Trail Blazers,1610612757,1,0,1,0,0,0,3,6,1,5,240,0,49,88,0.557,17,41,0.415,21,22,0.955,10,37,53,34,20,7,12,4,136,53.0,136.0,0,0.6693548387096774,17.0,2022-23,2023-01-14,0022200647,1,0,0.5555555555555556,0.4166666666666667,0.47619047619047616,2.6666666666666665,0.5894789334998127,2.0
827,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,1,9,1,5,240,0,43,82,0.524,22,46,0.478,11,19,0.579,2,23,34,28,18,4,11,3,119,34.0,119.0,0,0.5966386554621849,-17.0,2022-23,2023-01-14,0022200647,0,1,0.7272727272727273,0.36363636363636365,0.5454545454545454,-8.333333333333334,0.5377854461775292,2.0
828,Los Angeles,Lakers,1610612747,0,1,0,1,0,0,1,11,1,5,290,0,44,112,0.393,10,41,0.244,17,27,0.63,14,42,67,24,18,7,10,4,115,67.0,115.0,0,0.5151515151515151,-4.0,2022-23,2023-01-12,0022200630,1,0,0.5263157894736842,0.391304347826087,0.4523809523809524,-5.0,0.5672943831114745,3.0
829,OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,3,13,1,5,290,0,48,96,0.5,14,42,0.333,9,17,0.529,3,51,67,25,26,4,19,9,119,67.0,119.0,0,0.5328467153284672,4.0,2022-23,2023-01-12,0022200630,0,1,0.7272727272727273,0.38095238095238093,0.5581395348837209,-6.333333333333333,0.513990069440976,2.0
830,LA,Clippers,1610612746,1,0,1,0,0,0,1,9,1,5,240,0,39,86,0.453,12,31,0.387,23,30,0.767,12,34,55,20,23,7,10,4,113,55.0,113.0,0,0.5673076923076923,12.0,2022-23,2023-01-10,0022200617,1,0,0.5714285714285714,0.45454545454545453,0.5116279069767442,-1.6666666666666667,0.5699638081217028,2.0
831,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,1,13,1,5,240,0,30,69,0.435,12,38,0.316,29,36,0.806,3,29,45,15,17,5,12,6,101,45.0,101.0,0,0.4838709677419355,-12.0,2022-23,2023-01-10,0022200617,0,1,0.7272727272727273,0.35,0.5476190476190477,-4.333333333333333,0.5351512560746062,2.0
832,Oklahoma City,Thunder,1610612760,1,0,1,0,0,0,0,6,1,5,240,0,46,95,0.484,12,28,0.429,16,20,0.8,13,35,54,27,26,5,8,8,120,54.0,120.0,0,0.6239316239316239,11.0,2022-23,2023-01-08,0022200602,1,0,0.5909090909090909,0.2777777777777778,0.45,5.666666666666667,0.5935461993532859,2.0
833,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,1,11,1,5,240,0,31,73,0.425,14,39,0.359,33,42,0.786,8,31,50,21,19,3,13,1,109,50.0,109.0,0,0.5252525252525253,-11.0,2022-23,2023-01-08,0022200602,0,1,0.7272727272727273,0.3684210526315789,0.5609756097560976,-10.0,0.5294164890495167,1.0
834,Houston,Rockets,1610612745,0,1,0,1,0,0,0,8,1,5,240,0,38,82,0.463,9,29,0.31,21,29,0.724,8,38,54,21,28,4,10,4,106,54.0,106.0,0,0.5619047619047619,-5.0,2022-23,2023-01-02,0022200556,1,0,0.3333333333333333,0.21052631578947367,0.2702702702702703,-13.333333333333334,0.5178852012185345,2.0
835,OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,0,8,1,5,240,0,34,81,0.42,13,43,0.302,30,34,0.882,8,33,49,19,19,8,8,6,111,49.0,111.0,0,0.53,5.0,2022-23,2023-01-02,0022200556,0,1,0.75,0.3888888888888889,0.5789473684210527,7.0,0.6069263542300669,2.0
836,San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,7,1,5,240,0,47,85,0.553,8,19,0.421,23,32,0.719,15,33,55,28,21,1,13,0,125,55.0,125.0,0,0.6756756756756757,-1.0,2022-23,2022-12-31,0022200542,1,0,0.35,0.3125,0.3333333333333333,-3.3333333333333335,0.6199992365246603,2.0
837,OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,0,11,1,5,240,0,50,86,0.581,14,34,0.412,12,21,0.571,6,20,37,21,24,5,5,3,126,37.0,126.0,1,0.6698113207547169,1.0,2022-23,2022-12-31,0022200542,0,1,0.75,0.35294117647058826,0.5675675675675675,7.0,0.6207358780395907,2.0
838,Dallas,Mavericks,1610612742,1,0,1,0,0,0,1,10,1,5,240,0,47,91,0.516,18,45,0.4,17,25,0.68,6,38,54,30,26,7,9,8,129,54.0,129.0,0,0.6209677419354839,15.0,2022-23,2022-12-29,0022200528,1,0,0.75,0.3125,0.5555555555555556,9.666666666666666,0.6148567421358445,2.0
839,OPPONENTS, Rockets,1610612745,0,1,0,0,0,1,1,9,1,5,240,0,38,86,0.442,12,34,0.353,26,37,0.703,12,36,57,21,23,5,13,0,114,57.0,114.0,0,0.5462962962962963,-15.0,2022-23,2022-12-29,0022200528,0,1,0.375,0.21052631578947367,0.2857142857142857,-8.0,0.5642797773248622,2.0
840,Dallas,Mavericks,1610612742,1,0,1,0,0,0,0,9,1,5,265,0,44,90,0.489,13,46,0.283,25,33,0.758,7,40,56,20,25,4,9,5,126,56.0,126.0,0,0.5714285714285714,5.0,2022-23,2022-12-27,0022200512,1,0,0.7368421052631579,0.3125,0.5428571428571428,6.666666666666667,0.5823223234844527,2.0
841,OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,1,10,1,5,265,0,45,103,0.437,16,50,0.32,15,24,0.625,17,38,65,27,23,5,10,0,121,65.0,121.0,0,0.5853658536585366,-5.0,2022-23,2022-12-27,0022200512,0,1,0.4444444444444444,0.5882352941176471,0.5142857142857142,-4.333333333333333,0.6104995427975549,2.0
842,Dallas,Mavericks,1610612742,1,0,1,0,0,0,0,9,1,5,240,0,44,84,0.524,18,44,0.409,18,25,0.72,11,27,47,31,26,6,11,3,124,47.0,124.0,1,0.6521739130434783,9.0,2022-23,2022-12-25,0022200494,1,0,0.7222222222222222,0.3125,0.5294117647058824,6.666666666666667,0.5653155207633643,2.0
843,OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,2,10,1,5,240,0,39,80,0.488,9,28,0.321,28,32,0.875,6,29,45,18,23,5,10,2,115,45.0,115.0,0,0.5588235294117647,-9.0,2022-23,2022-12-25,0022200494,0,1,0.5,0.29411764705882354,0.3939393939393939,-9.0,0.5755624830577393,2.0
844,Houston,Rockets,1610612745,0,1,0,1,0,0,1,7,1,5,240,0,37,81,0.457,8,26,0.308,24,28,0.857,12,33,52,26,21,9,15,3,106,52.0,106.0,0,0.5727272727272728,-6.0,2022-23,2022-12-23,0022200487,1,0,0.375,0.1875,0.28125,-10.333333333333334,0.5563751926040061,2.0
