,CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID,HOME_FLAG,AWAY_FLAG,HOME_WIN_PCTG,AWAY_WIN_PCTG,TOTAL_WIN_PCTG,ROLLING_SCORING_MARGIN,ROLLING_OE,NUM_REST_DAYS
1595,OPPONENTS, Bucks,1610612749,0,1,0,0,0,1,0,7,1,5,240,0,38,82,0.463,12,34,0.353,17,21,0.81,7,31,45,28,13,5,14,2,105,45.0,105.0,0,0.5641025641025641,-16.0,2022-23,2023-04-09,0022201221,0,1,0.7804878048780488,0.6341463414634146,0.7073170731707317,-8.666666666666666,0.5562653918586122,2.0
1596,Milwaukee,Bucks,1610612749,0,1,0,1,0,0,2,9,1,5,240,0,42,92,0.457,21,49,0.429,9,11,0.818,11,27,47,30,15,5,19,3,114,47.0,114.0,0,0.5538461538461539,-23.0,2022-23,2023-04-07,0022201208,1,0,0.7804878048780488,0.65,0.7160493827160493,0.6666666666666666,0.5794271325776048,2.0
1597,OPPONENTS, Grizzlies,1610612763,1,0,0,0,1,0,0,5,1,5,240,0,53,93,0.57,20,42,0.476,11,15,0.733,11,33,49,39,20,9,12,6,137,49.0,137.0,0,0.6917293233082706,23.0,2022-23,2023-04-07,0022201208,0,1,0.8536585365853658,0.4,0.6296296296296297,8.666666666666666,0.6323549210897931,2.0
1598,Washington,Wizards,1610612764,0,1,0,1,0,0,0,3,1,5,240,0,50,99,0.505,13,27,0.481,15,21,0.714,9,33,45,30,21,7,9,4,128,45.0,128.0,0,0.6201550387596899,-12.0,2022-23,2023-04-04,0022201179,1,0,0.46153846153846156,0.4,0.43037974683544306,-9.333333333333334,0.559394849925565,2.0
1599,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,0,8,1,5,240,0,50,92,0.543,23,42,0.548,17,29,0.586,12,44,64,33,19,6,18,7,140,64.0,140.0,0,0.6335877862595419,12.0,2022-23,2023-04-04,0022201179,0,1,0.7948717948717948,0.65,0.7215189873417721,-5.333333333333333,0.5947742704972505,2.0
1600,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,3,8,1,5,240,0,46,80,0.575,10,28,0.357,15,21,0.714,7,35,50,28,17,8,12,5,117,50.0,117.0,0,0.6548672566371682,13.0,2022-23,2023-04-02,0022201174,1,0,0.7948717948717948,0.6410256410256411,0.717948717948718,-5.0,0.6110915692572974,3.0
1601,OPPONENTS, 76ers,1610612755,0,1,0,0,0,1,0,2,1,5,240,0,40,87,0.46,12,36,0.333,12,13,0.923,11,25,38,19,17,3,11,2,104,38.0,104.0,0,0.5566037735849056,-13.0,2022-23,2023-04-02,0022201174,0,1,0.717948717948718,0.5897435897435898,0.6538461538461539,0.6666666666666666,0.5927387078330475,2.0
1602,Indiana,Pacers,1610612754,0,1,0,1,0,0,0,5,1,5,240,0,53,101,0.525,14,30,0.467,16,22,0.727,10,19,34,36,25,9,8,4,136,34.0,136.0,1,0.6592592592592592,-13.0,2022-23,2023-03-29,0022201136,1,0,0.5,0.358974358974359,0.42857142857142855,-16.333333333333332,0.6021277176881897,2.0
1603,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,1,10,1,5,240,0,58,93,0.624,10,25,0.4,23,30,0.767,14,38,62,28,18,5,19,5,149,62.0,149.0,0,0.6825396825396826,13.0,2022-23,2023-03-29,0022201136,0,1,0.8108108108108109,0.6410256410256411,0.7236842105263158,-0.3333333333333333,0.616045991045991,2.0
1604,Detroit,Pistons,1610612765,0,1,0,1,0,0,0,12,1,5,240,0,41,92,0.446,7,24,0.292,28,36,0.778,14,33,59,22,20,5,10,0,117,59.0,117.0,0,0.5727272727272728,-9.0,2022-23,2023-03-27,0022201122,1,0,0.23076923076923078,0.19444444444444445,0.21333333333333335,-17.333333333333332,0.5332792207792209,3.0
1605,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,1,4,1,5,240,0,45,95,0.474,14,45,0.311,22,26,0.846,15,35,54,28,23,5,9,4,126,54.0,126.0,0,0.6239316239316239,9.0,2022-23,2023-03-27,0022201122,0,1,0.8108108108108109,0.631578947368421,0.72,4.666666666666667,0.61152126927989,2.0
1606,Utah,Jazz,1610612762,0,1,0,1,0,0,0,10,1,5,240,0,40,104,0.385,11,40,0.275,25,34,0.735,20,31,61,28,15,6,11,5,116,61.0,116.0,0,0.5528455284552846,-28.0,2022-23,2023-03-24,0022201102,1,0,0.5945945945945946,0.3611111111111111,0.4794520547945205,-10.666666666666666,0.5726654069418783,2.0
1607,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,1,10,1,5,240,0,55,99,0.556,22,50,0.44,12,16,0.75,9,41,60,42,20,6,13,11,144,60.0,144.0,0,0.6689655172413793,28.0,2022-23,2023-03-24,0022201102,0,1,0.8108108108108109,0.6388888888888888,0.726027397260274,23.666666666666668,0.6329536535462745,2.0
1608,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,0,15,1,5,240,0,51,98,0.52,15,43,0.349,13,24,0.542,10,44,69,24,14,10,15,4,130,69.0,130.0,0,0.5905511811023622,36.0,2022-23,2023-03-22,0022201089,1,0,0.8108108108108109,0.6285714285714286,0.7222222222222222,9.0,0.6161798370646848,3.0
1609,OPPONENTS, Spurs,1610612759,0,1,0,0,0,1,0,7,1,5,240,0,36,93,0.387,9,39,0.231,13,20,0.65,8,38,53,26,21,7,19,6,94,53.0,94.0,0,0.47692307692307695,-36.0,2022-23,2023-03-22,0022201089,0,1,0.34210526315789475,0.17142857142857143,0.2602739726027397,-21.0,0.5200815103167207,1.0
1610,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,0,7,1,5,240,0,43,82,0.524,16,45,0.356,16,21,0.762,7,38,52,35,13,3,12,8,118,52.0,118.0,0,0.639344262295082,7.0,2022-23,2023-03-19,0022201068,1,0,0.8055555555555556,0.6285714285714286,0.7183098591549296,1.0,0.6150480977981482,3.0
1611,OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,0,9,1,5,240,0,44,99,0.444,14,34,0.412,9,12,0.75,9,32,50,25,15,6,7,4,111,50.0,111.0,0,0.5655737704918032,-7.0,2022-23,2023-03-19,0022201068,0,1,0.6388888888888888,0.3333333333333333,0.4861111111111111,8.333333333333334,0.6039283585088793,1.0
1612,Milwaukee,Bucks,1610612749,0,1,0,1,0,0,0,7,1,5,240,0,47,89,0.528,11,32,0.344,18,26,0.692,9,35,51,26,16,5,12,4,123,51.0,123.0,0,0.6186440677966102,-16.0,2022-23,2023-03-16,0022201045,1,0,0.8,0.6285714285714286,0.7142857142857143,1.6666666666666667,0.6160254846211967,2.0
1613,OPPONENTS, Pacers,1610612754,1,0,0,0,1,0,2,6,1,5,240,0,54,97,0.557,22,46,0.478,9,15,0.6,8,34,48,36,20,5,10,3,139,48.0,139.0,0,0.6666666666666666,16.0,2022-23,2023-03-16,0022201045,0,1,0.5428571428571428,0.37142857142857144,0.45714285714285713,0.6666666666666666,0.5954575783115605,3.0
1614,Phoenix,Suns,1610612756,0,1,0,1,0,0,0,10,1,5,240,0,41,95,0.432,8,23,0.348,14,16,0.875,8,33,51,23,26,7,11,3,104,51.0,104.0,0,0.5289256198347108,-12.0,2022-23,2023-03-14,0022201033,1,0,0.6470588235294118,0.42857142857142855,0.5362318840579711,-10.666666666666666,0.5743549379913017,1.0
1615,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,1,17,1,5,240,0,40,85,0.471,12,39,0.308,24,37,0.649,13,33,63,24,15,8,13,6,116,63.0,116.0,0,0.5871559633027523,12.0,2022-23,2023-03-14,0022201033,0,1,0.8235294117647058,0.6285714285714286,0.7246376811594203,4.0,0.5813083798967228,1.0
1616,Sacramento,Kings,1610612758,0,1,0,1,0,0,0,9,1,5,240,0,46,104,0.442,21,50,0.42,11,15,0.733,15,30,54,31,21,4,9,2,124,54.0,124.0,0,0.5968992248062015,-9.0,2022-23,2023-03-13,0022201026,1,0,0.6,0.59375,0.5970149253731343,1.6666666666666667,0.5825364189573886,2.0
1617,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,1,5,1,5,240,0,50,86,0.581,15,33,0.455,18,22,0.818,5,38,48,29,18,2,13,4,133,48.0,133.0,0,0.6422764227642277,9.0,2022-23,2023-03-13,0022201026,0,1,0.8235294117647058,0.6176470588235294,0.7205882352941176,1.6666666666666667,0.5785721816028229,2.0
1618,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,0,7,1,5,240,0,44,104,0.423,19,50,0.38,11,14,0.786,20,41,68,33,14,8,16,12,118,68.0,118.0,0,0.5789473684210527,5.0,2022-23,2023-03-09,0022200995,1,0,0.8235294117647058,0.625,0.7272727272727273,7.333333333333333,0.5934532659331946,2.0
1619,OPPONENTS, Nets,1610612751,0,1,0,0,0,1,1,11,1,5,240,0,41,104,0.394,14,36,0.389,17,17,1.0,15,32,58,20,12,10,14,4,113,58.0,113.0,0,0.4959349593495935,-5.0,2022-23,2023-03-09,0022200995,0,1,0.6129032258064516,0.5142857142857142,0.5606060606060606,11.0,0.5226424352260743,2.0
1620,Orlando,Magic,1610612753,0,1,0,1,0,0,0,11,1,5,240,0,50,100,0.5,9,30,0.3,14,19,0.737,10,28,49,24,22,7,13,0,123,49.0,123.0,0,0.5826771653543307,-11.0,2022-23,2023-03-07,0022200978,1,0,0.45454545454545453,0.36363636363636365,0.4090909090909091,-1.0,0.5906971262847273,2.0
1621,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,1,2,1,5,240,0,46,78,0.59,10,28,0.357,32,34,0.941,3,35,40,28,18,5,17,5,134,40.0,134.0,0,0.6166666666666667,11.0,2022-23,2023-03-07,0022200978,0,1,0.8181818181818182,0.625,0.7230769230769231,4.666666666666667,0.6149635634160321,2.0
1622,Washington,Wizards,1610612764,0,1,0,1,0,0,0,5,1,5,240,0,46,108,0.426,8,31,0.258,11,12,0.917,20,36,61,21,19,8,9,2,111,61.0,111.0,0,0.5677966101694916,-6.0,2022-23,2023-03-05,0022200973,1,0,0.5,0.4411764705882353,0.46875,-0.6666666666666666,0.575951360477953,1.0
1623,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,0,6,1,5,240,0,39,83,0.47,22,49,0.449,17,22,0.773,7,38,51,30,15,5,12,6,117,51.0,117.0,0,0.5847457627118644,6.0,2022-23,2023-03-05,0022200973,0,1,0.8181818181818182,0.6129032258064516,0.71875,8.333333333333334,0.6207901216816147,1.0
1624,Milwaukee,Bucks,1610612749,0,1,0,1,0,0,0,3,1,5,240,0,44,83,0.53,17,34,0.5,25,28,0.893,11,32,46,30,23,3,13,3,130,46.0,130.0,0,0.6434782608695652,-3.0,2022-23,2023-03-04,0022200960,1,0,0.8181818181818182,0.6,0.7142857142857143,11.0,0.6211129626824219,3.0
1625,OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,1,12,1,5,240,0,42,84,0.5,18,37,0.486,31,37,0.838,9,23,44,24,21,5,6,1,133,44.0,133.0,0,0.6285714285714286,3.0,2022-23,2023-03-04,0022200960,0,1,0.7058823529411765,0.5862068965517241,0.6507936507936508,6.333333333333333,0.624821716126064,2.0
1626,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,0,3,1,5,240,0,49,94,0.521,26,56,0.464,15,19,0.789,8,38,49,29,23,4,8,1,139,49.0,139.0,0,0.6341463414634146,22.0,2022-23,2023-03-01,0022200939,1,0,0.84375,0.6,0.7258064516129032,13.0,0.5781412446579389,1.0
1627,OPPONENTS, Magic,1610612753,0,1,0,0,0,1,0,8,1,5,240,0,43,94,0.457,9,33,0.273,22,29,0.759,12,38,58,22,18,3,13,5,117,58.0,117.0,0,0.5555555555555556,-22.0,2022-23,2023-03-01,0022200939,0,1,0.4838709677419355,0.34375,0.4126984126984127,-9.0,0.526335230108815,2.0
1628,Brooklyn,Nets,1610612751,0,1,0,1,0,0,1,9,1,5,240,0,36,83,0.434,12,36,0.333,20,25,0.8,3,35,47,25,19,12,18,6,104,47.0,104.0,0,0.4959349593495935,-14.0,2022-23,2023-02-28,0022200924,1,0,0.6,0.5161290322580645,0.5573770491803278,-20.0,0.5076539954588736,2.0
1629,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,0,10,1,5,240,0,50,102,0.49,14,37,0.378,4,12,0.333,11,44,65,32,21,10,17,3,118,65.0,118.0,0,0.5857142857142857,14.0,2022-23,2023-02-28,0022200924,0,1,0.8387096774193549,0.6,0.7213114754098361,15.333333333333334,0.5609848526215776,2.0
1630,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,1,9,1,5,240,0,38,87,0.437,13,45,0.289,15,21,0.714,11,34,54,15,20,4,12,7,104,54.0,104.0,0,0.5145631067961165,3.0,2022-23,2023-02-26,0022200910,1,0,0.8387096774193549,0.5862068965517241,0.7166666666666667,14.666666666666666,0.5562229478596729,2.0
1631,OPPONENTS, Suns,1610612756,0,1,0,0,0,1,0,10,1,5,240,0,40,95,0.421,8,24,0.333,13,22,0.591,19,36,65,21,22,4,12,5,101,65.0,101.0,0,0.5596330275229358,-3.0,2022-23,2023-02-26,0022200910,0,1,0.6774193548387096,0.3870967741935484,0.532258064516129,-1.0,0.5757972913936217,2.0
1632,Portland,Trail Blazers,1610612757,0,1,0,1,0,0,1,14,1,5,240,0,37,91,0.407,9,36,0.25,25,29,0.862,1,27,42,23,20,5,9,2,108,42.0,108.0,0,0.4918032786885246,-19.0,2022-23,2023-02-06,0022200815,1,0,0.5384615384615384,0.42857142857142855,0.48148148148148145,-6.333333333333333,0.5700836947640978,2.0
1633,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,2,5,1,5,240,0,47,87,0.54,16,42,0.381,17,21,0.81,7,48,60,27,27,4,16,2,127,60.0,127.0,0,0.6016260162601627,19.0,2022-23,2023-02-06,0022200815,0,1,0.8214285714285714,0.5384615384615384,0.6851851851851852,9.333333333333334,0.5738349148486569,2.0
1634,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,0,6,1,5,240,0,43,105,0.41,15,44,0.341,23,27,0.852,16,50,72,18,21,7,12,8,124,72.0,124.0,1,0.5126050420168067,9.0,2022-23,2023-01-31,0022200767,1,0,0.8076923076923077,0.52,0.6666666666666666,14.666666666666666,0.5997917274818279,2.0
1635,OPPONENTS, Hornets,1610612766,0,1,0,0,0,1,0,7,1,5,240,0,42,111,0.378,11,39,0.282,20,26,0.769,18,44,69,27,24,6,11,6,115,69.0,115.0,0,0.5267175572519084,-9.0,2022-23,2023-01-31,0022200767,0,1,0.30434782608695654,0.27586206896551724,0.28846153846153844,3.6666666666666665,0.5546880460662411,2.0
1636,Indiana,Pacers,1610612754,0,1,0,1,0,0,0,6,1,5,240,0,49,89,0.551,13,33,0.394,20,28,0.714,5,33,44,22,24,10,13,4,131,44.0,131.0,0,0.5966386554621849,-10.0,2022-23,2023-01-27,0022200736,1,0,0.6153846153846154,0.32,0.47058823529411764,-3.3333333333333335,0.5749479278891044,2.0
1637,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,0,12,1,5,240,0,52,98,0.531,18,43,0.419,19,31,0.613,14,36,62,32,20,11,16,3,141,62.0,141.0,1,0.6363636363636364,10.0,2022-23,2023-01-27,0022200736,0,1,0.7916666666666666,0.52,0.6530612244897959,12.666666666666666,0.5910371318822022,2.0
1638,Detroit,Pistons,1610612765,0,1,0,1,0,0,0,5,1,5,240,0,43,87,0.494,13,32,0.406,31,40,0.775,11,30,46,26,21,10,20,3,130,46.0,130.0,0,0.5655737704918032,-20.0,2022-23,2023-01-23,0022200706,1,0,0.25,0.24,0.24489795918367346,-17.0,0.5468742166741866,4.0
1639,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,1,7,1,5,240,0,55,98,0.561,23,52,0.442,17,24,0.708,13,37,57,38,27,11,19,6,150,57.0,150.0,0,0.6549295774647887,20.0,2022-23,2023-01-23,0022200706,0,1,0.782608695652174,0.5,0.6382978723404256,5.333333333333333,0.59592987267758,2.0
1640,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,1,6,1,5,240,0,46,86,0.535,19,39,0.487,19,21,0.905,6,36,48,24,19,5,12,5,130,48.0,130.0,0,0.603448275862069,8.0,2022-23,2023-01-17,0022200665,1,0,0.782608695652174,0.5,0.6444444444444445,1.6666666666666667,0.5864739090631675,1.0
1641,OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,0,9,1,5,240,0,46,101,0.455,13,35,0.371,17,27,0.63,20,30,59,20,14,7,9,5,122,59.0,122.0,0,0.6,-8.0,2022-23,2023-01-17,0022200665,0,1,0.56,0.3,0.4444444444444444,-5.666666666666667,0.5566015157558835,1.0
1642,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,1,8,1,5,240,0,48,91,0.527,23,46,0.5,13,15,0.867,9,32,49,32,14,9,14,1,132,49.0,132.0,0,0.625,13.0,2022-23,2023-01-16,0022200657,1,0,0.7727272727272727,0.5,0.6363636363636364,-3.0,0.5519911504424778,2.0
1643,OPPONENTS, Pacers,1610612754,0,1,0,0,0,1,1,1,1,5,240,0,43,84,0.512,19,40,0.475,14,15,0.933,4,33,38,29,17,6,16,5,119,38.0,119.0,0,0.576,-13.0,2022-23,2023-01-16,0022200657,0,1,0.625,0.38095238095238093,0.5111111111111111,-11.0,0.533191962958243,2.0
1644,New York,Knicks,1610612752,0,1,0,1,0,0,0,11,1,5,240,0,38,100,0.38,11,41,0.268,20,22,0.909,18,30,59,16,14,8,7,1,107,59.0,107.0,0,0.5142857142857142,-4.0,2022-23,2023-01-09,0022200607,1,0,0.47619047619047616,0.6,0.5365853658536586,1.0,0.5458195399371869,3.0
1645,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,0,11,1,5,240,0,39,89,0.438,19,49,0.388,14,18,0.778,12,36,59,27,17,3,14,5,111,59.0,111.0,0,0.559322033898305,4.0,2022-23,2023-01-09,0022200607,0,1,0.7619047619047619,0.5263157894736842,0.65,-7.333333333333333,0.5212405941613668,3.0
1646,Milwaukee,Bucks,1610612749,0,1,0,1,0,0,1,9,1,5,240,0,37,84,0.44,20,48,0.417,15,24,0.625,12,33,54,22,18,5,17,4,109,54.0,109.0,0,0.5315315315315315,-29.0,2022-23,2023-01-06,0022200583,1,0,0.7619047619047619,0.5,0.6410256410256411,-5.333333333333333,0.5364128194210716,2.0
1647,OPPONENTS, Hornets,1610612766,1,0,0,0,1,0,0,9,1,5,240,0,53,102,0.52,20,48,0.417,12,19,0.632,13,36,58,32,17,11,5,3,138,58.0,138.0,0,0.6746031746031746,29.0,2022-23,2023-01-06,0022200583,0,1,0.2631578947368421,0.2857142857142857,0.275,-0.3333333333333333,0.5772832324938756,2.0
1648,Toronto,Raptors,1610612761,0,1,0,1,0,0,1,14,1,5,265,0,38,116,0.328,9,46,0.196,16,20,0.8,14,33,61,22,23,10,9,4,101,61.0,101.0,0,0.45112781954887216,-3.0,2022-23,2023-01-04,0022200569,1,0,0.55,0.2777777777777778,0.42105263157894735,-0.6666666666666666,0.5333808659579984,2.0
1649,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,3,10,1,5,265,0,35,88,0.398,13,39,0.333,21,30,0.7,13,60,83,26,24,4,28,4,104,83.0,104.0,0,0.4728682170542636,3.0,2022-23,2023-01-04,0022200569,0,1,0.8,0.5,0.6578947368421053,-3.3333333333333335,0.5147911977994498,1.0
1650,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,0,8,1,5,240,0,48,100,0.48,11,40,0.275,16,17,0.941,15,34,57,27,14,8,12,6,123,57.0,123.0,0,0.6048387096774194,10.0,2022-23,2023-01-03,0022200561,1,0,0.8,0.47058823529411764,0.6486486486486487,-1.3333333333333333,0.5476446492575525,2.0
1651,OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,0,7,1,5,240,0,42,97,0.433,8,27,0.296,21,23,0.913,14,32,53,27,16,9,10,4,113,53.0,113.0,0,0.575,-10.0,2022-23,2023-01-03,0022200561,0,1,0.5882352941176471,0.3181818181818182,0.4358974358974359,10.666666666666666,0.5881087258994235,2.0
1652,Milwaukee,Bucks,1610612749,0,1,0,1,0,0,0,5,1,5,240,0,34,96,0.354,13,49,0.265,14,15,0.933,14,30,49,22,15,11,16,3,95,49.0,95.0,0,0.4666666666666667,-23.0,2022-23,2023-01-01,0022200548,1,0,0.7894736842105263,0.47058823529411764,0.6388888888888888,-6.666666666666667,0.5099206349206349,2.0
1653,OPPONENTS, Wizards,1610612764,1,0,0,0,1,0,1,9,1,5,240,0,50,94,0.532,7,27,0.259,11,16,0.688,12,42,63,29,10,9,18,6,118,63.0,118.0,0,0.6124031007751938,23.0,2022-23,2023-01-01,0022200548,0,1,0.5882352941176471,0.3333333333333333,0.4473684210526316,22.333333333333332,0.6206844834751811,2.0
1654,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,0,11,1,5,240,0,43,93,0.462,14,39,0.359,23,33,0.697,20,48,79,25,25,5,21,8,123,79.0,123.0,1,0.5714285714285714,9.0,2022-23,2022-12-30,0022200533,1,0,0.8333333333333334,0.47058823529411764,0.6571428571428571,-6.0,0.5431556398370557,2.0
1655,OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,0,5,1,5,240,0,40,92,0.435,8,30,0.267,26,34,0.765,7,29,41,18,28,10,8,5,114,41.0,114.0,0,0.5225225225225225,-9.0,2022-23,2022-12-30,0022200533,0,1,0.5294117647058824,0.3684210526315789,0.4444444444444444,-4.333333333333333,0.5600147932074372,2.0
1656,Brooklyn,Nets,1610612751,1,0,1,0,0,0,2,6,1,5,240,0,46,93,0.495,14,32,0.438,12,13,0.923,12,33,51,30,18,11,12,2,118,51.0,118.0,0,0.6178861788617886,18.0,2022-23,2022-12-23,0022200483,1,0,0.7058823529411765,0.5625,0.6363636363636364,17.0,0.6407446683162483,2.0
1657,OPPONENTS, Bucks,1610612749,0,1,0,0,0,1,0,4,1,5,240,0,37,84,0.44,9,37,0.243,17,22,0.773,13,32,49,17,13,7,18,1,100,49.0,100.0,0,0.5094339622641509,-18.0,2022-23,2022-12-23,0022200483,0,1,0.8235294117647058,0.5333333333333333,0.6875,-5.666666666666667,0.5492677002110965,2.0
1658,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,1,5,1,5,240,0,48,90,0.533,18,38,0.474,9,11,0.818,15,39,59,30,13,5,15,3,123,59.0,123.0,0,0.65,26.0,2022-23,2022-12-17,0022200442,1,0,0.8235294117647058,0.5833333333333334,0.7241379310344828,0.6666666666666666,0.577536231884058,2.0
1659,OPPONENTS, Jazz,1610612762,0,1,0,0,0,1,0,6,1,5,240,0,39,86,0.453,16,47,0.34,3,6,0.5,7,22,35,24,13,5,14,2,97,35.0,97.0,0,0.5384615384615384,-26.0,2022-23,2022-12-17,0022200442,0,1,0.6875,0.375,0.53125,-0.6666666666666666,0.5559525632518333,2.0
1660,Memphis,Grizzlies,1610612763,1,0,1,0,0,0,1,10,1,5,240,0,56,102,0.549,12,32,0.375,18,23,0.783,14,42,66,30,19,5,8,7,142,66.0,142.0,0,0.6825396825396826,41.0,2022-23,2022-12-15,0022200425,1,0,0.8666666666666667,0.46153846153846156,0.6785714285714286,25.666666666666668,0.6373009750257391,3.0
1661,OPPONENTS, Bucks,1610612749,0,1,0,0,0,1,0,14,1,5,240,0,35,94,0.372,13,50,0.26,18,27,0.667,11,28,53,22,18,5,9,1,101,53.0,101.0,0,0.5,-41.0,2022-23,2022-12-15,0022200425,0,1,0.8125,0.5833333333333334,0.7142857142857143,-9.666666666666666,0.5140227183705445,2.0
1662,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,0,10,1,5,240,0,46,96,0.479,14,33,0.424,20,24,0.833,17,33,60,34,15,3,7,2,126,60.0,126.0,0,0.6666666666666666,13.0,2022-23,2022-12-07,0022200369,1,0,0.8,0.6666666666666666,0.75,9.666666666666666,0.5783156237701693,2.0
1663,OPPONENTS, Kings,1610612758,0,1,0,0,0,1,0,3,1,5,240,0,43,91,0.473,12,38,0.316,15,16,0.938,8,32,43,19,17,2,8,4,113,43.0,113.0,0,0.5636363636363636,-13.0,2022-23,2022-12-07,0022200369,0,1,0.6666666666666666,0.45454545454545453,0.5652173913043478,7.666666666666667,0.5794871794871795,3.0
1664,Orlando,Magic,1610612753,0,1,0,1,0,0,1,10,1,5,240,0,34,93,0.366,8,32,0.25,26,29,0.897,15,37,62,21,19,8,14,2,102,62.0,102.0,1,0.48672566371681414,-7.0,2022-23,2022-12-05,0022200353,1,0,0.3076923076923077,0.08333333333333333,0.2,-10.333333333333334,0.5275901300061833,2.0
1665,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,0,8,1,5,240,0,38,85,0.447,13,40,0.325,20,26,0.769,7,38,53,31,20,9,17,4,109,53.0,109.0,0,0.5476190476190477,7.0,2022-23,2022-12-05,0022200353,0,1,0.7857142857142857,0.6666666666666666,0.7391304347826086,4.0,0.5701855424693562,2.0
1666,Charlotte,Hornets,1610612766,0,1,0,1,0,0,0,5,1,5,240,0,34,87,0.391,5,24,0.208,23,26,0.885,9,35,49,15,19,9,14,4,96,49.0,96.0,0,0.45794392523364486,-9.0,2022-23,2022-12-03,0022200339,1,0,0.36363636363636365,0.25,0.30434782608695654,-14.333333333333334,0.5518346469918263,1.0
1667,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,1,8,1,5,240,0,39,83,0.47,12,32,0.375,15,19,0.789,8,39,55,24,17,5,22,8,105,55.0,105.0,0,0.5206611570247934,9.0,2022-23,2022-12-03,0022200339,0,1,0.7857142857142857,0.625,0.7272727272727273,3.6666666666666665,0.5844712567550706,1.0
1668,New York,Knicks,1610612752,0,1,0,1,0,0,1,9,1,5,240,0,42,100,0.42,6,30,0.2,13,20,0.65,19,36,64,18,20,2,8,3,103,64.0,103.0,0,0.5607476635514018,-6.0,2022-23,2022-11-30,0022200316,1,0,0.4,0.5,0.45454545454545453,6.666666666666667,0.633699597052104,1.0
1669,OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,1,5,1,5,240,0,39,90,0.433,10,35,0.286,21,26,0.808,14,38,57,23,15,3,6,6,109,57.0,109.0,1,0.5904761904761905,6.0,2022-23,2022-11-30,0022200316,0,1,0.8461538461538461,0.5714285714285714,0.75,10.0,0.607936507936508,3.0
1670,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,0,11,1,5,240,0,47,86,0.547,9,28,0.321,16,25,0.64,10,32,53,31,17,12,14,8,119,53.0,119.0,0,0.6446280991735537,8.0,2022-23,2022-11-21,0022200251,1,0,0.9,0.5,0.75,5.0,0.592003330539131,3.0
1671,OPPONENTS, Trail Blazers,1610612757,0,1,0,0,0,1,1,8,1,5,240,0,44,93,0.473,8,29,0.276,15,19,0.789,12,28,48,19,17,5,16,3,111,48.0,111.0,0,0.5431034482758621,-8.0,2022-23,2022-11-21,0022200251,0,1,0.5,0.6666666666666666,0.5882352941176471,-5.0,0.5327173259668876,2.0
1672,Philadelphia,76ers,1610612755,1,0,1,0,0,0,0,11,1,5,240,0,40,78,0.513,13,28,0.464,17,26,0.654,6,35,52,28,18,5,18,5,110,52.0,110.0,0,0.576271186440678,8.0,2022-23,2022-11-18,0022200226,1,0,0.5555555555555556,0.5,0.5333333333333333,9.0,0.5791924097752227,5.0
